iter	Passed	Remaining
181	231	1039
182	231	1035
183	232	1031
184	233	1027
185	233	1023
186	234	1019
187	235	1016
188	235	1011
189	236	1007
190	236	1003
191	237	999
192	238	997
193	239	994
194	239	990
195	240	986
196	241	982
197	241	979
198	242	976
199	243	972
200	243	968
201	244	965
202	244	961
203	245	958
204	246	955
205	246	951
206	247	947
207	248	944
208	248	941
209	249	938
210	250	935
211	250	932
212	251	928
213	251	925
214	252	922
215	253	919
216	254	916
217	254	913
218	255	909
219	255	906
220	256	903
221	256	899
222	257	896
223	258	893
224	258	890
225	259	887
226	259	885
227	260	882
228	261	880
229	262	878
230	262	875
231	263	872
232	264	870
233	265	867
234	265	865
235	266	862
236	267	860
237	267	857
238	268	855
239	269	852
240	269	849
241	270	846
242	270	843
243	271	841
244	272	839
245	273	836
246	273	834
247	274	831
248	275	829
249	275	827
250	276	824
251	277	823
252	278	820
253	279	819
254	279	817
255	280	815
256	281	812
257	281	810
258	282	809
259	283	806
260	284	804
261	284	801
262	285	799
263	285	797
264	286	794
265	287	792
266	287	789
267	288	787
268	288	784
269	289	782
270	289	779
271	290	777
272	291	775
273	291	772
274	292	770
275	292	767
276	293	765
277	293	763
278	294	761
279	295	759
280	295	756
281	296	754
282	296	752
283	297	750
284	298	747
285	298	745
286	299	743
287	299	741
288	300	739
289	301	737
290	301	735
291	302	733
292	302	730
293	303	728
294	303	726
295	304	724
296	305	722
297	305	719
298	306	717
299	306	715
300	306	712
301	307	710
302	308	708
303	308	706
304	309	704
305	309	702
306	310	700
307	310	698
308	311	696
309	312	694
310	312	692
311	313	690
312	313	688
313	314	686
314	314	684
315	315	682
316	315	680
317	316	678
318	316	676
319	317	674
320	317	672
321	318	670
322	318	668
323	319	666
324	319	664
325	320	662
326	320	660
327	321	658
328	321	656
329	322	654
330	322	652
331	323	650
332	323	648
333	324	646
334	324	645
335	325	643
336	325	641
337	326	639
338	326	637
339	327	635
340	327	633
341	328	631
342	328	630
343	329	628
344	329	626
345	330	624
346	330	622
347	331	620
348	331	618
349	332	616
350	332	615
351	333	613
352	333	611
353	334	609
354	334	608
355	335	606
356	335	604
357	336	602
358	336	600
359	337	599
360	337	597
361	338	595
362	338	594
363	339	592
364	339	590
365	339	588
366	340	587
367	341	585
368	341	583
369	341	582
370	342	580
371	342	578
372	343	577
373	343	575
374	344	573
375	344	572
376	345	570
377	345	569
378	346	567
379	346	565
380	347	564
381	347	562
382	348	561
383	348	559
384	349	557
385	349	556
386	350	554
387	350	553
388	351	551
389	351	550
390	352	548
391	352	546
392	353	545
393	353	544
394	354	542
395	354	540
396	355	539
397	355	538
398	356	536
399	356	535
400	357	533
401	357	532
402	358	530
403	358	529
404	359	527
405	359	526
406	360	524
407	360	523
408	361	521
409	361	520
410	362	518
411	362	517
412	363	516
413	363	514
414	364	513
415	364	511
416	365	510
417	365	508
418	366	507
419	366	506
420	366	504
421	367	503
422	368	502
423	368	500
424	369	499
425	369	498
426	370	496
427	370	495
428	371	494
429	371	492
430	372	491
431	372	489
432	373	488
433	373	487
434	374	485
435	374	484
436	375	483
437	375	481
438	376	480
439	376	479
440	376	477
441	377	476
442	377	475
443	378	473
444	378	472
445	379	471
446	379	469
447	380	468
448	380	467
449	381	465
450	381	464
451	382	463
452	382	462
453	383	460
454	383	459
455	384	458
456	384	457
457	385	455
458	385	454
459	386	453
460	386	452
461	387	450
462	387	449
463	388	448
464	388	447
465	389	446
466	389	444
467	390	443
468	390	442
469	391	441
470	391	439
471	392	438
472	392	437
473	393	436
474	393	435
475	394	433
476	394	432
477	395	431
478	395	430
479	396	429
480	396	427
481	396	426
482	397	425
483	397	424
484	398	423
485	398	421
486	399	420
487	400	419
488	400	418
489	401	417
490	401	416
491	402	415
492	402	414
493	403	413
494	403	412
495	404	411
496	405	409
497	405	408
498	406	407
499	406	406
500	407	405
501	407	404
502	408	403
503	408	402
504	409	400
505	409	399
506	410	398
507	410	397
508	410	396
509	411	395
510	411	394
511	412	393
512	413	392
513	413	390
514	414	389
515	414	389
516	415	388
517	415	386
518	416	385
519	416	384
520	417	383
521	417	382
522	418	381
523	418	380
524	419	379
525	419	378
526	420	377
527	420	376
528	421	375
529	421	373
530	422	372
531	422	371
532	423	370
533	423	369
534	424	368
535	424	367
536	425	366
537	425	365
538	426	364
539	426	363
540	426	362
541	427	361
542	428	360
543	428	359
544	429	358
545	430	357
546	430	356
547	431	355
548	432	354
549	432	354
550	433	353
551	433	352
552	434	351
553	435	350
554	435	349
555	436	348
556	436	347
557	437	346
558	437	345
559	438	344
560	439	343
561	439	342
562	440	341
563	440	340
564	441	339
565	441	338
566	442	338
567	443	337
568	443	336
569	444	335
570	445	334
571	446	333
572	447	333
573	447	332
574	448	331
575	448	330
576	449	329
577	450	328
578	450	327
579	451	326
580	451	325
581	452	324
582	452	323
583	453	322
584	453	322
585	454	321
586	454	320
587	455	319
588	455	318
589	456	317
590	456	316
591	457	315
592	457	314
593	458	313
594	458	312
595	459	311
596	460	310
597	460	309
598	461	308
599	462	308
600	462	307
601	463	306
602	463	305
603	464	304
604	464	303
605	465	302
606	465	301
607	466	300
608	466	299
609	466	298
610	467	297
611	467	296
612	468	295
613	468	294
614	469	293
615	469	292
616	470	292
617	470	291
618	471	290
619	472	289
620	472	288
621	473	287
622	473	286
623	474	285
624	474	284
625	475	283
626	475	283
627	476	282
628	477	281
629	477	280
630	478	279
631	478	278
632	479	277
633	479	276
634	480	275
635	480	275
636	481	274
637	481	273
638	481	272
639	482	271
640	482	270
641	483	269
642	483	268
643	484	267
644	484	266
645	485	265
646	485	265
647	486	264
648	486	263
649	487	262
650	487	261
651	488	260
652	489	259
653	489	259
654	490	258
655	491	257
656	491	256
657	492	255
658	492	254
659	493	254
660	493	253
661	494	252
662	494	251
663	495	250
664	495	249
665	496	248
666	496	247
667	496	247
668	497	246
669	497	245
670	498	244
671	498	243
672	499	242
673	499	241
674	500	240
675	500	240
676	501	239
677	501	238
678	502	237
679	502	236
680	503	235
681	503	235
682	504	234
683	504	233
684	505	232
685	506	231
686	506	230
687	507	230
688	507	229
689	508	228
690	508	227
691	509	226
692	509	225
693	510	224
694	510	224
695	511	223
696	511	222
697	512	221
698	512	220
699	513	219
700	513	219
701	514	218
702	514	217
703	514	216
704	515	215
705	515	214
706	516	214
707	516	213
708	517	212
709	518	211
710	518	210
711	519	210
712	519	209
713	520	208
714	521	207
715	521	206
716	522	206
717	523	205
718	523	204
719	524	203
720	524	203
721	525	202
722	526	201
723	526	200
724	527	200
725	527	199
726	528	198
727	529	197
728	529	196
729	530	196
730	530	195
731	531	194
732	531	193
733	532	192
734	532	192
735	533	191
736	533	190
737	534	189
738	534	188
739	535	188
740	535	187
741	536	186
742	536	185
743	537	184
744	537	184
745	538	183
746	539	182
747	539	181
748	540	181
749	540	180
750	541	179
751	542	178
752	542	177
753	543	177
754	543	176
755	544	175
756	544	174
757	545	174
758	545	173
759	546	172
760	546	171
761	547	170
762	547	170
763	548	169
764	548	168
765	549	167
766	549	166
767	550	166
768	550	165
769	551	164
770	551	163
771	552	163
772	552	162
773	553	161
774	553	160
775	554	160
776	554	159
777	555	158
778	555	157
779	556	156
780	556	156
781	557	155
782	557	154
783	558	153
784	558	153
785	559	152
786	559	151
787	560	150
788	560	149
789	561	149
790	561	148
791	562	147
792	562	146
793	563	146
794	563	145
795	564	144
796	564	143
797	565	143
798	565	142
799	566	141
800	566	140
801	567	140
802	567	139
803	568	138
804	568	137
805	569	137
806	569	136
807	570	135
808	570	134
809	571	134
810	571	133
811	572	132
812	572	131
813	573	131
814	573	130
815	574	129
816	574	128
817	575	127
818	575	127
819	576	126
820	576	125
821	577	124
822	577	124
823	578	123
824	578	122
825	579	121
826	579	121
827	579	120
828	580	119
829	580	118
830	581	118
831	581	117
832	582	116
833	582	116
834	583	115
835	583	114
836	584	113
837	584	113
838	585	112
839	585	111
840	586	110
841	586	110
842	587	109
843	587	108
844	588	107
845	588	107
846	589	106
847	590	105
848	590	105
849	591	104
850	591	103
851	592	102
852	592	102
853	593	101
854	593	100
855	594	99
856	594	99
857	595	98
858	595	97
859	596	97
860	596	96
861	597	95
862	597	94
863	598	94
864	598	93
865	599	92
866	599	91
867	600	91
868	600	90
869	600	89
870	601	89
871	601	88
872	602	87
873	602	86
874	603	86
875	603	85
876	604	84
877	604	84
878	605	83
879	605	82
880	606	81
881	606	81
882	607	80
883	607	79
884	608	79
885	608	78
886	609	77
887	609	76
888	610	76
889	610	75
890	611	74
891	611	74
892	612	73
893	612	72
894	613	71
895	613	71
896	614	70
897	614	69
898	615	69
899	615	68
900	615	67
901	616	66
902	616	66
903	617	65
904	617	64
905	618	64
906	618	63
907	619	62
908	620	62
909	620	61
910	621	60
911	621	59
912	622	59
913	622	58
914	623	57
915	623	57
916	624	56
917	624	55
918	625	55
919	625	54
920	626	53
921	626	53
922	626	52
923	627	51
924	628	50
925	628	50
926	629	49
927	630	48
928	630	48
929	631	47
930	631	46
931	632	46
932	632	45
933	633	44
934	633	44
935	634	43
936	634	42
937	635	41
938	635	41
939	636	40
940	636	39
941	637	39
942	637	38
943	638	37
944	638	37
945	639	36
946	639	35
947	640	35
948	640	34
949	640	33
950	641	33
951	642	32
952	642	31
953	643	31
954	643	30
955	644	29
956	644	28
957	645	28
958	645	27
959	646	26
960	646	26
961	647	25
962	647	24
963	648	24
964	648	23
965	649	22
966	649	22
967	650	21
968	650	20
969	650	20
970	651	19
971	651	18
972	652	18
973	652	17
974	653	16
975	653	16
976	654	15
977	655	14
978	655	14
979	656	13
980	656	12
981	657	12
982	658	11
983	658	10
984	659	10
985	660	9
986	661	8
987	661	8
988	662	7
989	662	6
990	663	6
991	663	5
992	664	4
993	665	4
994	665	3
995	666	2
996	666	2
997	667	1
998	667	0
999	668	0
